epoch,accuracy,bird_recall,cat_recall,dog_recall,learning_rate,loss,macro_f1,unknown_recall,val_accuracy,val_bird_recall,val_cat_recall,val_dog_recall,val_loss,val_macro_f1,val_unknown_recall
0,0.9752996563911438,0.966166079044342,0.977484405040741,0.9778847098350525,9.999999747378752e-06,0.07569599896669388,0.9758361577987671,0.9778007864952087,0.9872711300849915,0.9877340197563171,0.9917410016059875,0.9925638437271118,0.041550058871507645,0.9875644445419312,0.9815457463264465
1,0.9781642556190491,0.9695709943771362,0.9803080558776855,0.9798951745033264,9.999999747378752e-06,0.06443998962640762,0.9785968065261841,0.9808648228645325,0.9881560206413269,0.9890251755714417,0.9927321076393127,0.9928871393203735,0.038721390068531036,0.9884657263755798,0.9824593663215637
2,0.9796456694602966,0.9713630080223083,0.9815914630889893,0.981582522392273,9.999999747378752e-06,0.05851376801729202,0.9800783395767212,0.9821634888648987,0.9883602261543274,0.9890251755714417,0.9940535426139832,0.9928871393203735,0.036678869277238846,0.9886921644210815,0.9822766184806824
3,0.9815201163291931,0.9738002419471741,0.9827649593353271,0.983449399471283,9.999999747378752e-06,0.05377819389104843,0.981887936592102,0.9841115474700928,0.9891770482063293,0.9896707534790039,0.9943838715553284,0.99321049451828,0.03537723422050476,0.9894670248031616,0.983738362789154
4,0.9818375706672668,0.9750187993049622,0.983388364315033,0.9833416938781738,9.999999747378752e-06,0.05295977741479874,0.9821649789810181,0.9839897751808167,0.9895173907279968,0.9893479943275452,0.9940535426139832,0.9935337901115417,0.03336120769381523,0.9898030757904053,0.9848346710205078
5,0.9824271202087402,0.975663959980011,0.9835349917411804,0.984311044216156,9.999999747378752e-06,0.05015100538730621,0.9827063083648682,0.9845782518386841,0.9892451167106628,0.9899935722351074,0.9940535426139832,0.9938570857048035,0.03371790423989296,0.9895123243331909,0.9835556149482727
6,0.9840672612190247,0.9773843288421631,0.9861752986907959,0.9858189225196838,9.999999747378752e-06,0.046240322291851044,0.9844033718109131,0.9856942892074585,0.9889728426933289,0.9890251755714417,0.9943838715553284,0.99321049451828,0.03351343423128128,0.9892934560775757,0.9835556149482727
7,0.9843166470527649,0.9773126244544983,0.9862119555473328,0.9868241548538208,1.9999999949504854e-06,0.04399159923195839,0.9846373796463013,0.9858160614967346,0.9893131852149963,0.9899935722351074,0.9953749775886536,0.99321049451828,0.0344143882393837,0.9896475076675415,0.9833729267120361
8,0.9845433831214905,0.9779577851295471,0.9865419864654541,0.9858906865119934,1.9999999949504854e-06,0.04391736537218094,0.9848051071166992,0.9864044785499573,0.9895173907279968,0.9903163313865662,0.9953749775886536,0.99321049451828,0.034016262739896774,0.9898390769958496,0.983738362789154
9,0.9847928285598755,0.9777069091796875,0.9870553612709045,0.985926628112793,4.0000000467443897e-07,0.043264199048280716,0.9850777983665466,0.9869117736816406,0.9891089797019958,0.9903163313865662,0.9950445890426636,0.99321049451828,0.03427571803331375,0.9894411563873291,0.9828248023986816
10,0.9845131635665894,0.978638768196106,0.9863219857215881,0.9863574504852295,4.0000000467443897e-07,0.043893203139305115,0.9848455786705017,0.9857957363128662,0.9889728426933289,0.9903163313865662,0.9947142601013184,0.9935337901115417,0.034255873411893845,0.9893136620521545,0.9824593663215637
11,0.9843922257423401,0.9775993824005127,0.9862852692604065,0.9859983921051025,1.0000000116860974e-07,0.043478697538375854,0.9846614003181458,0.9862827658653259,0.9889728426933289,0.9903163313865662,0.9947142601013184,0.9935337901115417,0.03426477313041687,0.9893136620521545,0.9824593663215637
12,0.9845887422561646,0.9772768020629883,0.9872020483016968,0.9872549772262573,1.0000000116860974e-07,0.04334371164441109,0.9849397540092468,0.9857754707336426,0.9889728426933289,0.9903163313865662,0.9947142601013184,0.9935337901115417,0.03424869850277901,0.9893136620521545,0.9824593663215637
